11,11,1304,106622,894948.14
11,11,1305,106808,890133.44
11,11,1300,103708,863840.96
11,11,1301,100930,845151.37
11,11,1302,101040,844045.88
11,11,1303,101795,854311.51
11,11,0,24591,201366.67
11,11,405,4062,31241.53
11,11,404,3490,27360.6
11,11,403,3457,28109.23
11,11,4,16615,136663.94
11,11,401,4369,36041.08
11,11,400,4500,36778.06
11,11,1700,99509,897125.1
11,11,1701,103588,938994.25
11,11,1702,105771,953481.79
11,11,1703,106984,968280.73
11,11,1704,111654,1010598.68
11,11,1705,115240,1028005.85
11,11,704,85980,765883.92
11,11,705,90100,786072.18
11,11,700,42681,324805.14
11,11,701,51521,405339.28
11,11,702,60376,494026.5
11,11,703,71670,634399.94
11,11,2301,37168,309872.54
11,11,2300,40924,337742.03
11,11,2303,30732,256900.91
11,11,2302,33978,284702.99
11,11,2305,25936,216495.13
11,11,2304,28188,234790.07
11,11,3,18364,153302.69
11,11,1403,111493,955591.94
11,11,1402,108024,915346.17
11,11,1401,106176,900507.89
11,11,1400,104183,875611.91
11,11,1405,119813,1021965.46
11,11,1404,117108,1002246.39
11,11,300,5533,43836.91
11,11,301,5252,41567.74
11,11,302,4939,39328.45
11,11,303,4738,38923.42
11,11,304,4629,37289.52
11,11,305,4445,35713.45
11,11,102,11942,97550.84
11,11,103,11192,90291.13
11,11,100,14241,117653.87
11,11,101,13122,106936.91
11,11,104,10048,82085.86
11,11,105,9333,75181.03
11,11,902,84889,714151.47
11,11,903,81888,698248.57
11,11,900,83692,710004.66
11,11,901,84162,716196.55
11,11,904,91309,773969.18
11,11,905,96386,793736.38
11,11,1005,103871,863998.92
11,11,1004,99985,847242.88
11,11,1003,92587,784056.73
11,11,1002,93027,777781.82
11,11,1001,90663,756846.66
11,11,1000,89529,742968.55
11,11,1904,92489,799487.87
11,11,1905,89834,764290.92
11,11,1902,106131,919361.74
11,11,1903,96770,840966.61
11,11,1900,110621,972264.19
11,11,1901,107227,938915.79
11,11,2200,58174,481463.32
11,11,2201,54872,458352.96
11,11,2202,51406,428648.64
11,11,2203,47644,398690.18
11,11,2204,44169,367891.18
11,11,2205,42182,350056.95
11,11,1502,116431,1016239.21
11,11,1503,110663,963103.49
11,11,1500,121031,1053233.32
11,11,2,20085,165471.15
11,11,1504,109875,944903.11
11,11,1505,106771,917594.06
11,11,504,12768,97466.95
11,11,505,15192,113292.4
11,11,502,6904,52864.66
11,11,503,7912,61811.22
11,11,500,4168,32848.59
11,11,501,6265,48593.4
11,11,402,3812,30119.71
11,11,1104,108003,924320.28
11,11,1105,111188,943518.13
11,11,1102,97895,831244.21
11,11,1103,99186,847178.35
11,11,1100,96981,812647.88
11,11,1101,97240,822882.53
11,11,2103,62555,516159.53
11,11,2102,64287,531301.5
11,11,2101,66273,545400.84
11,11,2100,69424,571565.69
11,11,2105,58611,484417.47
11,11,2104,60345,499215.09
11,11,605,48836,357721.25
11,11,604,40499,299621.38
11,11,601,17374,127276.48
11,11,600,13064,96189.38
11,11,603,26984,201088.29
11,11,602,21766,160939.9
11,11,1205,109632,913325.69
11,11,1204,109174,923117.13
11,11,1201,109650,938299.55
11,11,1200,107828,918324.7
11,11,1203,104272,885136.23
11,11,1202,107404,908047.95
11,11,1,22320,184360.88
11,11,5,15268,125402.56
11,11,201,7852,63048.31
11,11,200,8589,69066.04
11,11,203,7110,56517.77
11,11,202,7306,59130.7
11,11,205,5939,47793.81
11,11,204,6398,52720.95
11,11,1501,118608,1035797.66
11,11,1805,119402,1045288.92
11,11,1804,117840,1047470.38
11,11,1803,112901,1003925.28
11,11,1802,116645,1039193.02
11,11,1801,116211,1048377.62
11,11,1800,115564,1036624.82
11,11,1601,98955,914975.91
11,11,1600,103470,955467.95
11,11,1603,93720,855346.22
11,11,1602,95435,870076.12
11,11,1605,94025,842261.61
11,11,1604,92739,840617.99
11,11,2002,77540,637768.43
11,11,2003,73361,603234.37
11,11,2000,86366,713627.2
11,11,2001,79451,656496.57
11,11,2004,70732,590979.22
11,11,2005,69641,571989.15
11,11,803,76518,680664.98
11,11,802,78522,681961.76
11,11,801,82276,717437.63
11,11,800,84339,737001.9
11,11,805,91341,771071.21
11,11,804,88355,772759.03
11,10,1304,26988,318749.3
11,10,1305,26287,310582.79
11,10,1300,25884,304574.85
11,10,1301,26239,308532.91
11,10,1302,26085,306132.02
11,10,1303,26126,308728.88
11,10,0,9245,105641.97
11,10,405,1050,11424.44
11,10,404,1076,11860.0
11,10,403,1033,11830.23
11,10,4,6353,72206.16
11,10,401,1403,16690.6
11,10,400,1396,16286.27
11,10,1700,31359,396666.55
11,10,1701,33857,433808.83
11,10,1702,34307,440215.61
11,10,1703,37024,477681.9
11,10,1704,37767,483109.36
11,10,1705,36413,463604.1
11,10,704,18158,223542.25
11,10,705,17788,215819.28
11,10,700,7917,85744.11
11,10,701,10447,116305.61
11,10,702,13000,147399.86
11,10,703,16262,197137.74
11,10,2301,13710,157059.88
11,10,2300,14720,169692.17
11,10,2303,11312,129591.8
11,10,2302,12604,144189.49
11,10,2305,9442,107808.39
11,10,2304,10615,121355.93
11,10,3,6941,79111.76
11,10,1403,29852,367051.06
11,10,1402,28412,344232.11
11,10,1401,27923,337456.68
11,10,1400,26921,323026.27
11,10,1405,30473,374933.73
11,10,1404,30822,378786.6
11,10,300,1850,21493.65
11,10,301,1663,19288.53
11,10,302,1504,17428.69
11,10,303,1611,18623.18
11,10,304,1452,17087.73
11,10,305,1397,16323.36
11,10,102,4322,49797.97
11,10,103,3852,44279.87
11,10,100,5281,60396.68
11,10,101,4742,54192.31
11,10,104,3618,41544.4
11,10,105,3192,37384.99
11,10,902,18911,220146.43
11,10,903,20264,237482.9
11,10,900,18896,216639.17
11,10,901,19777,228622.91
11,10,904,22013,254254.44
11,10,905,21202,241009.69
11,10,1005,22586,261695.19
11,10,1004,23592,276784.45
11,10,1003,22163,259356.91
11,10,1002,21658,249791.73
11,10,1001,21464,248514.39
11,10,1000,20082,229766.67
11,10,1904,30443,364892.0
